"Hotel_ID","HotelName","Address","Rating","UserRatingsTotal","Lat","Long","Place_ID"
"161","Loc Kyoto","京都市東山区泉涌寺東林町３２","1.0","1.0","34.9801731","135.7758242","ChIJpZiEcQAPAWARE9fIMblj4qI"
"162","シェアハウスYADOKARI 深草開土町","京都市伏見区深草開土町９６−１ 96番地1","5.0","2.0","34.9709828","135.7719262","ChIJb6fEyZkPAWAR0gkOe8p8pwc"
"163","shared house Imakumano","京都市東山区今熊野南日吉町３８","","","34.9838331","135.7814012","ChIJH7zVBF0PAWARpwCwXKUg8l4"
"164","Tofukuji House by Japan Experience","Imakumano-Tsuruginomiya-cho, 28-4, 東山区 京都市","5.0","6.0","34.9823322","135.7772864","ChIJ1_uyHnUPAWAROCa0yeddTyk"
"165","Connect Inn 泉湧寺","京都市東山区泉涌寺東林町10−３","5.0","1.0","34.9813889","135.7758242","ChIJO_x0RdEPAWARryCQV15Fz90"
"166","京町屋 仙遊/KYOMACHIYA SENYU","京都市東山区泉涌寺東林町２０−６","","","34.9812161","135.7755125","ChIJ09OIuV0PAWARTXVYFgEAp5U"
"167","シェアハウス隣輪Rin Rin","京都市山科区栗栖野打越町１２−８","","","34.97267280000001","135.8052903","ChIJnZZUjoAPAWARyYgjV1mycNc"
"168","奏 伏見稲荷","京都市伏見区深草稲荷榎木橋町１５−３","3.8","5.0","34.9690951","135.7710837","ChIJIU9QYvcPAWART1CjHWi7Baw"
"169","御屋・松","京都市伏見区深草藪之内町１７−３ 17番地３","4.9","8.0","34.9655383","135.7724151","ChIJZYelvBgPAWAR8HIU7bqUZjI"
"170","御屋・稲","京都市伏見区深草藪之内町45番地１","","","34.9663408","135.7719343","ChIJ45JbfD4PAWARzYsWHWO5eiU"
"171","ゲストハウス宮之軒 伏見稲荷","京都市東山区本町１９丁目４２７−２","4.5","2.0","34.9738499","135.770901","ChIJUTPBS5cPAWARbcHuJGA5JsQ"
"172","御屋・荷","京都市伏見区深草藪之内町45番地３ー２","","","34.9662758","135.7719136","ChIJVZfJlu8PAWARwX3OrvHPcMI"
"173","御屋・榊","京都市伏見区深草藪之内町４５−４","","","34.9662758","135.7719136","ChIJnZT1Ua4PAWARjq9pEWTB5rE"
"174","御宿 長谷川","京都市東山区本町１９丁目３９９","5.0","2.0","34.9749892","135.7709633","ChIJY3Hx58cPAWARHGQlBVBWvnE"
"175","bliss京都伏見稲荷","京都市伏見区深草稲荷榎木橋町２８","","","34.9691516","135.7707134","ChIJKQ7oRAAPAWARCJDXhXseOjk"
"176","One More Heart at Fushimi Inari","京都市伏見区深草稲荷中之町５８","3.7","49.0","34.96831439999999","135.7708947","ChIJoWOFiNEPAWART_fFRUw4gsg"
"177","京都住處","Japan, 大吉ビル, 56 深草稲荷中之町, 伏見区","","","34.9683702","135.7708451","ChIJv-KeNf8PAWAR3RBkFmUuigA"
"178","Stay Inn Silkriver@伏見稲荷","京都市伏見区深草稲荷中之町５６","","","34.96837359999999","135.7707782","ChIJn72EY5MPAWARjFafGxnkih8"
"179","GUESTHOUSE SHIKI TOFUKUJI","29-7 Torincho Sennyuji, 東山区 京都市","5.0","4.0","34.98124130000001","135.7741921","ChIJX7Wh628PAWAR_pxolt5Zqt0"
"180","Jizo House","京都市東山区今熊野南日吉町３０−８","4.5","2.0","34.9843866","135.7785887","ChIJ2bYFyi8PAWARNcIl_6clE5I"
"181","京蘭 柳月邸（KYORAN-RYUZUKITEI）","京都市伏見区深草森吉町６−２３","5.0","23.0","34.9713726","135.7698153","ChIJDccPEwAPAWARV2ZY_9r1Lok"
"182","京恋·東福門","京都市東山区今熊野劔ノ宮町２２−２０","","","34.9828026","135.7758618","ChIJ66PuNwAPAWARLkXqR7MSyRU"
"183","好室伏見HouseFushimi","京都市伏見区深草森吉町３−１０","5.0","6.0","34.9714599","135.7697613","ChIJ7WIaer8PAWARWfrvXN7gZ-E"
"184","稲荷鉄道ハウス","京都市伏見区深草野手町２２−２","","","34.96309429999999","135.7729168","ChIJH9zzXAAPAWAR0P71z6jGiVM"
"185","Kyoto inn higashiyama","京都市東山区今熊野南日吉町３０−２１","4.0","5.0","34.9843979","135.7783511","ChIJMRQ3q6MPAWARd7ItKuRgxLI"
"186","紡 東福寺南門","383-3 本町１８丁目, 東山区 京都市","4.1","9.0","34.9754157","135.7702814","ChIJI3Ytk0cPAWAR9DV8ce2aS1U"
"187","京蘭 龍月邸(KYORAN-RYUGETSUTEI)","京都市伏見区深草一ノ坪町２０−１","5.0","20.0","34.9689237","135.7698287","ChIJkwRteAAPAWAR1RYgWNXVPO4"
"188","稲荷かおり","京都市伏見区深草下横縄町18−３２","5.0","1.0","34.9697986","135.7696522","ChIJG6u0oDMPAWARyy3n3Gm6Nbo"
"189","百代家 京都 伏見稲荷","京都市伏見区深草上横縄町８−３２","5.0","5.0","34.9709592","135.7695191","ChIJ-VUnB2cPAWARYndpfGm1yqs"
"190","京の町 白鳳","京都市東山区福稲下高松町４−７","4.5","6.0","34.9735728","135.7696447","ChIJufDIDUcPAWARufD2N7IKMgI"
"191","HOTEL キュテラ","京都市山科区東野中井ノ上町１３−３３","3.3","34.0","34.98081560000001","135.8214493","ChIJZ5Xz54QOAWARM4oCsPIUs8M"
"192","シェアハウスYADOKARI 椥辻","京都市山科区椥辻番所ケ口町２番地１","5.0","1.0","34.9710422","135.8107139","ChIJrT8d4E4PAWARMgtL3rq-sMs"
"193","Connections合同会社","京都市山科区椥辻番所ケ口町４５−１２ インサイトコート椥辻","1.0","1.0","34.9715459","135.8108","ChIJe0qCDYsOAWARuwtRifaDGBM"
"194","キャンプバーT-BASE","京都市山科区東野森野町２−５２ サワダビル 1F西館","4.6","5.0","34.9746214","135.8081409","ChIJMTKWY3YPAWARANopkeGKlJI"
"195","レンタルルームLair","京都市山科区椥辻中在家町21−２３ 三興レジデンス 203","5.0","1.0","34.97472","135.8161733","ChIJwdbx-TEPAWAR5NR-b7NTk-U"
"196","Tripinn","京都市山科区西野岸ノ下町８−９ 8番地9","3.8","5.0","34.98704529999999","135.8064177","ChIJk03yHMEOAWARfm3kABt1ObA"
"197","Hostel 8","京都市山科区西野楳本町８−１６","","","34.986694","135.802515","ChIJo9AK7C4PAWARFOLe8E1dd8w"
"198","乃斯NICE京都民宿","京都市山科区竹鼻地蔵寺南町３−１","4.1","17.0","34.987238","135.8152725","ChIJtcYmOZYOAWARUmyN0rshkhM"
"199","町家小宿 京のおおぞら","京都市中京区壬生松原町４４−１","4.4","12.0","34.9996008","135.7395435","ChIJ-a2n7zAGAWARexg0P51_hqM"
"200","東横INN京都五条大宮","京都市下京区中堂寺前町５０２−５ 大宮通五条下る二丁目西側","3.8","868.0","34.99453639999999","135.7488828","ChIJmUphxyEGAWARVYFfrg3mGc4"
"201","御宿つむぎ","京都市下京区中堂寺前田町２８−１４","4.6","20.0","34.995743","135.7469","ChIJPUME3SMGAWARZurCUUU0gkE"
"202","京町屋お茶や","京都市下京区西七条北東野町２３−４","4.1","9.0","34.9895783","135.7372997","ChIJN0Mgbj4GAWARNzETiHnE-jE"
"203","ホテルクラウン","京都市右京区西院金槌町１−１","3.0","42.0","35.0076605","135.7270349","ChIJa66B4bAHAWARBPFCXUM_MC4"
"204","Oyado nishishichijyo","京都市下京区西七条北西野町","4.1","7.0","34.9902618","135.733221","ChIJAQAAbD8GAWARG6HOYbkWbmI"
"205","湯の宿 松栄","京都市下京区西新屋敷上之町１２８","4.3","524.0","34.992134","135.7445304","ChIJV7BKjiIGAWARl9nTDEHc1bE"
"206","町家 嶋原懐傳 - しまばらかいでん","京都市下京区小坂町１−９","4.9","9.0","34.9939859","135.7449994","ChIJKwCCqiMGAWARumB1vVUMW0s"
"207","南二西院町屋","京都市中京区壬生東淵田町１８−７","4.6","29.0","35.0051995","135.7351103","ChIJlzRl0coHAWARsbgh9Pb58fw"
"208","京都西院料理好きの家 (My Pavilion to Arashiyama嵐山 & Gion祇園)","京都市中京区壬生東淵田町１８−６","5.0","3.0","35.0052696","135.7351158","ChIJ20MQ0coHAWARup3eKNCbCug"
"209","花築・青楓ハウス","京都市右京区西院西三蔵町２５","4.6","38.0","35.00194119999999","135.7313453","ChIJJYQc4q0HAWAR52iReIXpYXI"
"210","ホテルインテル京都五条","京都市右京区西院南高田町１６ インテル","1.8","4.0","34.9965685","135.7319207","ChIJVVVpSkgGAWARM1MgXAwMxZk"
"211","エスペリアホテル京都 サウナ 大浴場","京都市下京区中堂寺壬生川町２２","4.2","684.0","34.99648829999999","135.744918","ChIJC9-9hyQGAWARMCoz289YqEM"
"212","トランクルーム GoodBox西京極","京都市右京区西京極東大丸町１０−１ 宏和運輸倉庫","","","34.995055","135.7209904","ChIJ4SffyVMGAWARSBWC_JJhv_M"
"213","五条ホール","京都市下京区中堂寺北町４４","3.0","1.0","34.9964473","135.739816","ChIJNXSiWToGAWAROzR8hJq3kGg"
"214","Guesthouse KYOTO COMPASS ～京町家の小さなお宿～","京都市下京区西七条市部町１１５","4.9","171.0","34.99040350000001","135.7353468","ChIJX0b6Hj8GAWARpYv9EMhwhys"
"215","Nishishichijō Nishihattandachō","京都市下京区西七条西八反田町６３","5.0","4.0","34.9932778","135.7369596","ChIJ-XZQQTkGAWARJBp0BiWRCB8"
"216","Villa Kyoto Saiin","京都市右京区西院北井御料町９−２","4.5","51.0","35.001279","135.727277","ChIJYSY_tUwGAWARy_C9jQF-Cv0"
"217","平旅籠ひばり Hibari Hostel","57-2, Kyoto, Shimogyo-ku Suzakubunk-cho","4.7","60.0","34.9922522","135.7400254","ChIJHR4fWjwGAWARBGiSPVjUaz8"
"218","漫屋 ManYa 中京区","京都市中京区壬生下溝町４３−１１","4.8","4.0","34.99978179999999","135.736962","ChIJLSiDwzYGAWARWfAfCzmdO0k"
"219","SHIN","京都市下京区中堂寺南町５９−８ 2F/3F","4.7","32.0","34.9964089","135.7407279","ChIJx6uC_ToGAWARfg8gCWWzXQ0"
"220","リノホテル京都","京都市右京区西院三蔵町１７","4.1","732.0","35.0026464","135.7316811","ChIJq6oGxEoGAWARplHS7rP4i10"
"221","エステイト東久西京極","京都市右京区西京極南大入町７１−１ 西京極総合運動公園前","4.8","41.0","34.99635870000001","135.7149909","ChIJjxE_uqoHAWARFEXKfl5Jays"
"222","梅ノ戸庵 壬生寺","京都市中京区壬生下溝町１４−１４","2.7","3.0","35.0004419","135.7384054","ChIJR9_xMDEGAWARQ8qodeYpgfM"
"223","ホステル小春日和","京都市下京区西新屋敷下之町６番−３","5.0","26.0","34.99282719999999","135.7430815","ChIJKWdd1iIGAWARrWVyIRa9ttA"
"224","Guest House Kyoto INN","京都市下京区朱雀正会町１５−８","4.2","143.0","34.99004300000001","135.743165","ChIJ5f6nEBgGAWARGEzcXAUkces"
"225","Inuicho Usagi","京都市右京区西院乾町４６","4.2","5.0","35.0043592","135.7272884","ChIJewJ4x7MHAWARGG-QK1KXk0g"
"226","京一軒町家 さと居 七条壬生 香雪","京都市下京区西酢屋町２ ２番地２７番","4.3","50.0","34.9894544","135.7462634","ChIJNRC7IhkGAWARyP4NHPOwSuU"
"227","京都ハウス","京都市下京区小坂町１６−２５","3.6","5.0","34.9935745","135.7469378","ChIJy5aMGCIGAWARg9gpSmLDW7A"
"228","京一軒町家 染 SEN 七条壬生","京都市下京区西酢屋町10ｰ8","4.2","9.0","34.9894817","135.7472252","ChIJp8j-NBkGAWARC6RgbgBe9sc"
"229","FUJITAYA Kyoto","京都市下京区中堂寺藪ノ内町２２−５","4.6","101.0","34.9947752","135.7479383","ChIJZyYShSEGAWARo_dVrF2gijw"
"230","オレンジ・イン","京都市下京区西七条北衣田町９","3.3","22.0","34.9894626","135.7307712","ChIJN4LENEcGAWAR9jpAjPqPy9g"
"231","京都マイペンション","京都市右京区西院小米町３４−１２","3.6","38.0","35.00404450000001","135.7243245","ChIJ6Y04G7IHAWARXC6-k-kHbpM"
"232","京町家小宿 ｎａｏ炬乃座 別邸 梅小路","京都市下京区朱雀内畑町８−３３","4.7","29.0","34.98822639999999","135.7414354","ChIJfxCaohcGAWARNrz8X_mzJOc"
"233","民泊コンシュルジュ 京都Visitors","京都市中京区壬生神明町１−１３５","3.0","2.0","35.0066285","135.7383943","ChIJBaA_pcsHAWARvTCRkh_1tnY"
"234","きんせ旅館","京都市下京区西新屋敷太夫町７９","4.4","143.0","34.99248900000001","135.7439337","ChIJDb9X6iIGAWARFbTLt3-neZ0"
"235","やまと旅館","京都市下京区朱雀正会町１５","2.8","29.0","34.990147","135.7431536","ChIJEZ18ERgGAWAR0lGfxEWldjI"
"236","旅館 さんき","京都市下京区西新屋敷下之町２９ 旅館さんき","4.2","33.0","34.992687","135.7437132","ChIJHY3FwiIGAWARaKRJ7fWgPic"
"237","藏や 大宮島原","京都市下京区 大宮通花屋町下がル大宮二丁目575番地","4.7","7.0","34.992613","135.7490255","ChIJy1C6bR8GAWARJvSjWlQhPt0"
"238","香柏 西京極 Kouhaku Nishikyogoku","京都市右京区西京極南庄境町４１−１","4.7","3.0","34.9921731","135.7279427","ChIJrX90pHMHAWARSPpdnnd7neU"
"239","かんざき","京都市下京区西七条北月読町","","","34.9897404","135.7304697","ChIJ5YlR0UYGAWARcBxdlzXesE8"
"240","Sekia Wagaya Hotel（ワガヤ ホテル）","京都市下京区西七条掛越町４０−１","4.5","66.0","34.9931869","135.7320103","ChIJib0x0jgHAWAR7aWprankqcs"
"241","Delia Wagaya Hotel","京都市下京区西七条掛越町４０−１","","","34.9931869","135.7320103","ChIJYeKMaQAHAWARK4z79k3DP8c"
"242","江戸川 マルチネス","京都市下京区西七条南衣田町７１ アクロス京都西大路","","","34.9890157","135.73202","ChIJIfunhXMHAWARaoeCt14AzTI"
"243","御宿西七条","京都市下京区西七条北西野町2−番地","4.3","12.0","34.9902698","135.7332194","ChIJ-SL3NEAHAWARgzpA7j9zFEI"
"244","Tsubame Hostel (つばめ 西大路五条)","京都市右京区西院南高田町４","5.0","4.0","34.995999","135.73146","ChIJZXOKT0gGAWAR4f2mM1ib8F8"
"245","ニャン亭","京都市右京区西院西寿町１","","","34.9967981","135.7283492","ChIJGZB47LQHAWAR-frfi9xPBg4"
"246","FUJITAYA BnB Bike&Yoga","京都市下京区西七条北西野町３７−１","4.6","266.0","34.98966290000001","135.7341454","ChIJe_lRbD8GAWARRoMWspOKps0"
"247","御屋・玉蘭","京都市下京区西七条市部町92−１１","","","34.9904123","135.7350064","ChIJm1MtdCcHAWARoBlvGPaPBCA"
"248","KYOSAKURA","京都市下京区西七条東石ケ坪町16","4.5","4.0","34.9928404","135.7358616","ChIJ87vlIzkGAWAR3JAuOgzdvjo"
"249","ゲストハウス金魚/GuestHouse Kingyo","京都市下京区西七条市部町80番地","","","34.9912243","135.7360677","ChIJW12KQP4HAWAR_1p93ReDfq0"
"250","京都東急ホテル","京都市下京区柿本町５８０ 堀川通五条下ル","4.2","3440.0","34.9951315","135.7516374","ChIJNVg1AyAGAWARce4JCgb-RyE"
"251","東横INN京都四条大宮","京都市中京区壬生坊城町６−２","3.8","810.0","35.0040224","135.7473717","ChIJQ2Ks1C4GAWAR_jNbYyI_-5E"
"252","ホテルカンラ京都","京都市下京区北町１９０ 烏丸通六条下る","4.5","844.0","34.9936736","135.7594668","ChIJqWarf6MIAWARxWFweS3QtZc"
"253","Kyoto Hana Hostel - 京都花宿 -","京都市下京区粉川町２２９","4.4","427.0","34.9896989","135.7605558","ChIJtU9Q9a8IAWARwIvyuKVm_wU"
"254","松葉家旅館","京都市下京区上珠数屋町 通東洞院西入","4.6","356.0","34.9922222","135.7608333","ChIJoSAKJ6UIAWARV2r-8-MLfIc"
"255","K's House Kyoto - Backpackers Hostel","京都市下京区納屋町４２１","4.5","1462.0","34.989786","135.7648534","ChIJJQML4bAIAWARftLKAhi1sTc"
"256","さと茂旅館","京都市下京区 西入東塩小路町579","3.8","109.0","34.9877522","135.7581524","ChIJa93Qaq8IAWARTCEbpHtowUc"
"257","和泉屋旅館","京都市下京区丸屋町１２２","3.7","131.0","34.9908234","135.7533933","ChIJ3wDVNacIAWARsJc8q3tQmx4"
"258","憩の家","京都市下京区 六条通新町東入艮町885","3.7","99.0","34.994033","135.757046","ChIJ593d3qMIAWARXQ3gnIvVAv8"
"259","ヴィラージュ京都","京都市中京区壬生坊城町5","4.2","886.0","35.0039586","135.7474676","ChIJd_T9KikGAWARmznVqIsZK7U"
"260","十四春旅館","京都市下京区弁財天町３２６ 諏訪町通, 松原下る","4.9","164.0","34.998421","135.758695","ChIJRdFdhZgIAWARMTDCQTFusxM"
"261","ゲストイン ちた","京都市下京区高槻町３４３ ＧＵＥＳＴ ＩＮＮ ちた 花屋町下 不明門通上珠数屋町上る","4.6","91.0","34.9925798","135.7601913","ChIJd3JVk6QIAWARa3TS6zi-eGk"
"262","旅館 日本館","京都市下京区東塩小路町６９６−１","4.2","215.0","34.988738","135.7581693","ChIJz5NWYK8IAWAR4EOBgNkBOw0"
"263","東横INN京都四条烏丸","京都市下京区長刀鉾町２８ 四条通烏丸東入ル","3.9","1131.0","35.003961","135.760763","ChIJQxDaEJoIAWARdoX9zJOPTvg"
"264","だいや旅館","京都市下京区飴屋町２９２","3.8","182.0","34.9904604","135.7612201","ChIJMTFIz6AIAWAReVwfK4ycuPc"
"265","ダイワロイネットホテル 京都四条烏丸","京都市下京区烏丸通仏光寺下ル 大政所町６７８","4.1","1592.0","35.000862","135.7599101","ChIJF7FjtZsIAWARFNgoQp2RycA"
"266","京町家旅館さくら・本願寺","京都市下京区仏具屋町２２８−２","4.5","215.0","34.992072","135.7538879","ChIJq6re3KAIAWARIUNE6xUYwFA"
"267","料理旅宿 井筒安","京都市下京区笹屋町２７２ 東洞院通下珠数屋町上る","4.7","131.0","34.9908435","135.7612863","ChIJo0zWTaUIAWARI3QbpQwia-I"
"268","わじまや旅館","京都市下京区高槻町３３８ 339 上珠数屋町通烏丸東入 上珠数屋町通不明門東入","4.4","44.0","34.99235649999999","135.7605145","ChIJUy_R3aQIAWAR3WrmDT76tDo"
"269","三井ガーデンホテル京都四条","京都市下京区妙伝寺町７０７−１ 西洞院通四条下ル","4.1","2304.0","35.0029696","135.7550375","ChIJS-R5-64IAWARSH31yfRBT2k"
"270","リバーサイド高瀬（京花旅館別館）","京都市下京区聖真子町１７２−１ Kaminokuchi-agaru Shoshinji-cho 172-1 木屋町通上ノ口上る","3.8","62.0","34.9933072","135.7657327","ChIJG5ffI7oIAWARbisrRrCutt0"
"271","栞庵(SHIORI ANN)","京都市下京区鍵屋町３３９","4.3","239.0","34.994889","135.7591171","ChIJYRpcoKMIAWARyLB1SkNeMK4"
"272","スマイルホテル京都四条","京都市下京区傘鉾町59・61 四条西洞院西入ル","4.0","1123.0","35.0033408","135.7546228","ChIJz7Ba4pwIAWAR7ADf6L0utqg"
"273","東横INN京都五条烏丸","京都市下京区五条烏丸町３９３ 烏丸通松原下る","3.9","808.0","34.99862900000001","135.759408","ChIJ9WCFuCEGAWARx85ZpBlkCPA"
"274","旅館 あづまや","京都市下京区下京区 堀川通七条上西本願寺前","3.8","221.0","34.99066799999999","135.7534075","ChIJW0kAN6cIAWARlZX_rRX1mQ8"
"275","ホテル日航プリンセス京都","京都市下京区高橋町６３０","4.2","1987.0","35.0004409","135.7607713","ChIJPevBIJgIAWARCUKU4xqZMB8"
"276","京都ゲストハウス お宿 敬","京都市下京区雁金町４１５−１ 岩上通仏光寺上る","4.6","20.0","35.001602","135.7511704","ChIJkbaNmScGAWART1MEMrb-sPw"
"277","The 別荘 そそ【京都の貸切宿】","京都市下京区若宮町４６５ ｜ 京都 / 宿 ｜","4.8","33.0","34.99310559999999","135.7637826","ChIJtRrL-boIAWARwsS2ytIQrsw"
"278","Le studio Gojo takakura","五条高倉上る, 165-2 亀屋町, 下京区 京都市","4.4","119.0","34.9967279","135.7625737","ChIJWT2Zw7wIAWAR8ZIIK5VziRQ"
"279","花籠京都","京都市下京区平岡町３８３","5.0","6.0","34.99211939999999","135.7665862","ChIJ8QIaUrcIAWARC2GvhXEN3q8"
"280","旅館 中島家","京都市下京区西前町３６９","4.3","45.0","35.00177900000001","135.762455","ChIJkYXXnZcIAWAR0Pp5O1DXfC0"
"281","中国料理 翡翠苑／ホテル日航プリンセス京都","京都市下京区高橋町630番地 2F 烏丸高辻東入","4.2","81.0","35.0004604","135.760628","ChIJF7FjtZsIAWARuvZsJHt5WZQ"
"282","旅館 京らく Ryokan Kyoraku","京都市下京区粉川町２３１ 不明門通七条上る","4.7","84.0","34.989765","135.760412","ChIJd4Gpiq8IAWAR3tpTgFJLO7k"
"283","なごみ旅館 悠","京都市下京区上若宮町94","3.8","174.0","34.99420200000001","135.7557977","ChIJU63wdKEIAWARO6_rPxFutpc"
"284","京いすけ","京都市中京区百足屋町３７８−３","4.9","73.0","35.0058577","135.7570858","ChIJoSNGUZsIAWAR0dVqn7qR73I"
"285","京都 旅館 緑風荘","京都市下京区金屋町４９０ 西洞院通り 六条上ル","4.5","381.0","34.9945107","135.7554024","ChIJ_9VspKEIAWAR7oXd_pwPYBA"
"286","柚子屋旅館","京都市東山区祇園町南側５４５","4.4","423.0","35.00324820000001","135.7774398","ChIJ_dhKc8MIAWARimbbfyHhqBQ"
"287","京都旅館平新","京都市中京区泉正寺町３１４","3.5","218.0","35.0059553","135.7616017","ChIJc0w9gJoIAWARSLJC9GjFqu4"
"288","近又","京都市中京区大日町４０７","4.5","284.0","35.00472920000001","135.7662947","ChIJf4KvoZYIAWAR0Yuis7LNO2Y"
"289","サンチャゴゲストハウス京都店","京都市東山区遊行前町6−５０３","3.9","546.0","34.99448189999999","135.7758114","ChIJYZTU1M4IAWARdm8kiOs18iU"
"290","五条 ゲストハウス","京都市東山区五条橋東３丁目３９６−２","4.5","240.0","34.995359","135.7722294","ChIJSQ2v4McIAWARRj-mIv3IZ1U"
"291","祇をん新門荘","京都市東山区中之町二丁目２４３ 祇をん新門荘 地下 新門前通り大和大路東入二丁目中之町 243番地 新門前通大和大路東入","4.1","213.0","35.0064571","135.7751889","ChIJ682-F-oIAWARYS8LIvTE3ec"
"292","ゲストハウス宮川町花かんざし","京都市東山区西御門町 御門町４６２","4.2","103.0","34.9978967","135.7703365","ChIJ_5OJvLgIAWAR4dAheV4nSq4"
"293","ＫＩＺＡＳＨＩ ＴＨＥ ＳＵＩＴＥ","京都市東山区 祇園町北側275 くろちくビル 3F・4F","3.9","67.0","35.0040808","135.7758234","ChIJW4kdiMEIAWARyR-BDZdOuIQ"
"294","旅館こうろ","京都市中京区堀之上町１１４","4.0","286.0","35.0075737","135.7634009","ChIJ3UJUT5AIAWARvNskrarDSdw"
"295","金波樓","京都市中京区瀬戸屋町４６７ 錦小路下ル","3.9","185.0","35.0044983","135.7642634","ChIJtfozjyoGAWARCBgIc2T1ap8"
"296","アメニティーホテル京都","京都市東山区清水４丁目１７１","3.6","109.0","34.997288","135.77707","ChIJM0NfYM8IAWARz8ilf1EJ0X4"
"297","旅館 うえむら","京都市東山区下河原町石塀小路 463","4.4","56.0","35.0002233","135.7794431","ChIJ9ePDIsUIAWARk_Ex3-Y8KOk"
"298","晴鴨楼","京都市東山区西橘町４６７−２ 三丁目西橘町４６７ 問屋町通五条下ル","4.8","314.0","34.9945667","135.7685389","ChIJiUNMy7kIAWARTOfJAIq0TFc"
"299","京町家の宿 東山 不頼庵","京都市東山区弓矢町６７−１６","4.4","10.0","34.99839439999999","135.7733243","ChIJRT7sAscIAWARgVZzfy-yIUk"
"300","祇園旅館 休兵衛 Gion Ryokan Q-beh","京都市東山区鷲尾町５０５−３","4.5","326.0","35.0014481","135.7794472","ChIJfbK228QIAWARyfSAMLiZijo"
"301","京の宿 祇園佐の","京都市東山区鷲尾町５０４","4.8","141.0","35.0016778","135.7793108","ChIJ7aTiv8QIAWARZJr3HVmE_Kk"
"302","ぴーすはうす桜","京都市東山区門脇町１８８−１","3.7","193.0","34.9958225","135.7733206","ChIJodwP1ccIAWARKtAwVUB0zmo"
"303","The Westin Miyako Kyoto","粟田口華頂町 JP 605-0052, Keage Sanjo, Higashiyaman-Ku","4.3","3933.0","35.0081281","135.7874855","ChIJN1AzAd8IAWAR2hJ9wcsW4TE"
"304","旅館 元奈古","京都市東山区 高台寺ねねの道鷲尾町５１１","4.7","126.0","35.00147109999999","135.7797813","ChIJocMqxcQIAWAR6U3NLJaxDVs"
"305","山茂登旅館","京都市東山区五条橋東３丁目","4.3","49.0","34.9952463","135.7728513","ChIJVVWSn-sIAWARzk3gyQ1Op0g"
"306","ペンション祇園","京都市東山区小松町５６２","3.8","12.0","35.0004117","135.7752995","ChIJI-P4dpwIAWARma9CnoyZHrQ"
"307","純和風料理旅館 き乃ゑ kinoe Kyoto japanese ryokan","京都市東山区毘沙門町44−８","4.1","204.0","35.0007335","135.7772087","ChIJOciaQcQIAWAR9rzwJzsdKZk"
"308","京都東山荘","京都市東山区清水４丁目１５９","4.3","157.0","34.9972194","135.7789692","ChIJ_0cSls8IAWAR1p1MQGqmf-I"
"309","Four Seasons Hotel Kyoto","京都市東山区妙法院前側町４４５−３","4.4","1678.0","34.9906846","135.776123","ChIJXRfz8csIAWAR7R3vbOxO6J4"
"310","ゲストハウス ソイ","京都市東山区下馬町５０９−２","4.8","437.0","34.99173580000001","135.7776033","ChIJd0JqT8wIAWARNwxWSY0uzD4"
"311","町家 長や 茶わん坂","京都市東山区五条橋東６丁目５８３−５１","4.3","7.0","34.9951818","135.7799439","ChIJy9_YGc4IAWARudNJ4-8z_bA"
"312","料理旅館 花楽","京都市東山区祇園町南側４９９","4.0","209.0","35.0019564","135.7791938","ChIJlwfTlcQIAWARHudDSePNJuE"
"313","知恩院 和順会館","京都市東山区林下町４００−２","4.4","340.0","35.0045761","135.7803825","ChIJuYNCQdwIAWARPGya7grJfqo"
"314","花喜屋","京都市東山区五条橋東６丁目５８３−１０１","4.6","42.0","34.9955984","135.7795041","ChIJcV3UC8YIAWARWsNEscFsSVg"
"315","町家 清水五条 墨継ぐ","京都市東山区五条橋東２丁目３２−１４","4.7","16.0","34.9956376","135.7715905","ChIJIUy38ccIAWARoOvYLVgUSmM"
"316","坂の上","京都市東山区祇園 下河原鷲尾町502","4.3","111.0","35.0016837","135.7790577","ChIJ07SaGcIIAWAR7JH5Q_uySkk"
"317","ゲストハウス 閑話堂","京都市山科区日ノ岡一切経谷町２６","4.6","5.0","35.0062575","135.7939671","ChIJyXaRSEUIAWARAVDuw43yy7c"
"318","KIRIHA INN / きりはイン","京都市東山区東山区 東大路渋谷上る常盤町459-15","4.7","78.0","34.992616","135.7753256","ChIJB9pQUMkIAWARqdBP60dcQxM"
"319","金閣荘","京都市山科区御陵黒岩","3.4","46.0","34.9997662","135.8019728","ChIJIZYM1cwOAWARwqBP8NN2DS4"
"320","京の宿 千鶴別邸","京都市東山区清閑寺霊山町5−２１","3.2","9.0","34.9978539","135.7836477","ChIJ_zt2cKkJAWARW-j2B7AlGAg"
"321","ゲストハウス田中家","京都市東山区宮川筋５丁目３５２−８ Ｇｕｅｓｔｈｏｕｓｅ ＴＡＮＡＫＡ－ｙａ","4.6","55.0","34.99895999999999","135.7711","ChIJy9S-VccIAWAR5TW8h_zlu0k"
"322","ギオン福住","京都市東山区林下町４３７","4.1","244.0","35.0053683","135.7774357","ChIJZzuAQsIIAWARho7ZUxRAQ3Q"
"323","新道あやめ庵","京都市東山区宮川筋８丁目４１４−１","4.6","11.0","34.9965239","135.7692294","ChIJPRCR-rgIAWARB9iFf8Jiq2s"
"324","宿や 萬治郎","京都市東山区清水２丁目２０８−１７","4.9","43.0","34.9968902","135.7805597","ChIJ7Zap1c8IAWARm43h9nJPH5E"
